id,name,score1,score2
2153,Stuednt_2153,83,71
2154,Stuednt_2154,57,91
2155,Stuednt_2155,77,99
2156,Stuednt_2156,82,52
2157,Stuednt_2157,89,62
2158,Stuednt_2158,75,70
2159,Stuednt_2159,95,74
2160,Stuednt_2160,65,92
2161,Stuednt_2161,83,57
2162,Stuednt_2162,54,65
2163,Stuednt_2163,63,69
2164,Stuednt_2164,91,60
2165,Stuednt_2165,100,60
2166,Stuednt_2166,84,63
2167,Stuednt_2167,81,99
2168,Stuednt_2168,79,55
2169,Stuednt_2169,66,74
2170,Stuednt_2170,92,78
2171,Stuednt_2171,100,60
2172,Stuednt_2172,56,60
2173,Stuednt_2173,68,85
2174,Stuednt_2174,63,93
2175,Stuednt_2175,57,53
2176,Stuednt_2176,75,80
2177,Stuednt_2177,66,68
2178,Stuednt_2178,81,81
2179,Stuednt_2179,60,62
2180,Stuednt_2180,70,76
2181,Stuednt_2181,83,97
2182,Stuednt_2182,94,80
2183,Stuednt_2183,61,80
2184,Stuednt_2184,50,51
2185,Stuednt_2185,99,59
2186,Stuednt_2186,95,82
2187,Stuednt_2187,68,56
2188,Stuednt_2188,96,50
2189,Stuednt_2189,100,52
2190,Stuednt_2190,81,62
2191,Stuednt_2191,89,50
2192,Stuednt_2192,87,57
2193,Stuednt_2193,51,77
2194,Stuednt_2194,73,90
2195,Stuednt_2195,64,62
2196,Stuednt_2196,83,51
2197,Stuednt_2197,51,88
2198,Stuednt_2198,84,72
2199,Stuednt_2199,62,92
2200,Stuednt_2200,92,74
2201,Stuednt_2201,58,59
2202,Stuednt_2202,96,90
2203,Stuednt_2203,53,57
2204,Stuednt_2204,69,95
2205,Stuednt_2205,89,87
2206,Stuednt_2206,87,78
2207,Stuednt_2207,91,70
2208,Stuednt_2208,92,65
2209,Stuednt_2209,98,72
2210,Stuednt_2210,74,70
2211,Stuednt_2211,59,50
2212,Stuednt_2212,72,64
2213,Stuednt_2213,96,51
2214,Stuednt_2214,79,63
2215,Stuednt_2215,67,70
2216,Stuednt_2216,50,95
2217,Stuednt_2217,85,64
2218,Stuednt_2218,97,89
2219,Stuednt_2219,98,74
2220,Stuednt_2220,52,70
2221,Stuednt_2221,80,88
2222,Stuednt_2222,65,72
2223,Stuednt_2223,93,59
2224,Stuednt_2224,79,53
2225,Stuednt_2225,82,74
2226,Stuednt_2226,97,89
2227,Stuednt_2227,82,87
2228,Stuednt_2228,72,75
2229,Stuednt_2229,80,96
2230,Stuednt_2230,67,63
2231,Stuednt_2231,75,60
2232,Stuednt_2232,86,60
2233,Stuednt_2233,64,69
2234,Stuednt_2234,59,82
2235,Stuednt_2235,55,94
2236,Stuednt_2236,62,59
2237,Stuednt_2237,85,92
2238,Stuednt_2238,70,72
2239,Stuednt_2239,53,75
2240,Stuednt_2240,53,71
2241,Stuednt_2241,81,80
2242,Stuednt_2242,65,55
2243,Stuednt_2243,84,50
2244,Stuednt_2244,59,51
2245,Stuednt_2245,94,55
2246,Stuednt_2246,67,60
2247,Stuednt_2247,74,94
2248,Stuednt_2248,56,54
2249,Stuednt_2249,58,81
2250,Stuednt_2250,83,90
2251,Stuednt_2251,99,83
2252,Stuednt_2252,70,71
2253,Stuednt_2253,94,60
2254,Stuednt_2254,53,67
2255,Stuednt_2255,63,84
2256,Stuednt_2256,70,73
2257,Stuednt_2257,86,89
2258,Stuednt_2258,98,55
2259,Stuednt_2259,54,75
2260,Stuednt_2260,59,74
2261,Stuednt_2261,64,76
2262,Stuednt_2262,64,70
2263,Stuednt_2263,90,84
2264,Stuednt_2264,58,99
2265,Stuednt_2265,54,72
2266,Stuednt_2266,99,83
2267,Stuednt_2267,51,77
2268,Stuednt_2268,57,72
2269,Stuednt_2269,72,100
2270,Stuednt_2270,72,94
2271,Stuednt_2271,89,64
2272,Stuednt_2272,73,72
2273,Stuednt_2273,93,98
2274,Stuednt_2274,82,85
2275,Stuednt_2275,76,82
2276,Stuednt_2276,82,100
2277,Stuednt_2277,65,60
2278,Stuednt_2278,60,66
2279,Stuednt_2279,75,75
2280,Stuednt_2280,53,66
2281,Stuednt_2281,100,93
2282,Stuednt_2282,71,72
2283,Stuednt_2283,84,89
2284,Stuednt_2284,58,52
2285,Stuednt_2285,76,77
2286,Stuednt_2286,78,82
2287,Stuednt_2287,68,71
2288,Stuednt_2288,90,53
2289,Stuednt_2289,81,52
2290,Stuednt_2290,81,96
2291,Stuednt_2291,74,63
2292,Stuednt_2292,59,76
2293,Stuednt_2293,97,88
2294,Stuednt_2294,88,87
2295,Stuednt_2295,87,82
2296,Stuednt_2296,66,93
2297,Stuednt_2297,87,83
2298,Stuednt_2298,72,92
2299,Stuednt_2299,91,65
2300,Stuednt_2300,68,83
2301,Stuednt_2301,80,86
2302,Stuednt_2302,98,86
2303,Stuednt_2303,82,75
2304,Stuednt_2304,95,97
2305,Stuednt_2305,85,86
2306,Stuednt_2306,72,60
2307,Stuednt_2307,62,90
2308,Stuednt_2308,72,95
2309,Stuednt_2309,79,72
2310,Stuednt_2310,56,75
2311,Stuednt_2311,97,58
2312,Stuednt_2312,56,72
2313,Stuednt_2313,65,94
2314,Stuednt_2314,94,60
2315,Stuednt_2315,78,99
2316,Stuednt_2316,94,76
2317,Stuednt_2317,77,69
2318,Stuednt_2318,67,80
2319,Stuednt_2319,83,76
2320,Stuednt_2320,98,89
2321,Stuednt_2321,89,74
2322,Stuednt_2322,67,55
2323,Stuednt_2323,73,57
2324,Stuednt_2324,89,53
2325,Stuednt_2325,91,53
2326,Stuednt_2326,62,87
2327,Stuednt_2327,50,99
2328,Stuednt_2328,66,54
2329,Stuednt_2329,53,59
2330,Stuednt_2330,100,64
2331,Stuednt_2331,53,89
2332,Stuednt_2332,75,60
2333,Stuednt_2333,63,52
2334,Stuednt_2334,56,93
2335,Stuednt_2335,61,68
2336,Stuednt_2336,95,81
2337,Stuednt_2337,50,87
2338,Stuednt_2338,66,80
2339,Stuednt_2339,89,60
2340,Stuednt_2340,72,63
2341,Stuednt_2341,84,88
2342,Stuednt_2342,74,69
2343,Stuednt_2343,99,84
2344,Stuednt_2344,52,83
2345,Stuednt_2345,53,91
2346,Stuednt_2346,55,53
2347,Stuednt_2347,95,55
2348,Stuednt_2348,75,99
2349,Stuednt_2349,61,98
2350,Stuednt_2350,93,52
2351,Stuednt_2351,93,74
2352,Stuednt_2352,87,69
2353,Stuednt_2353,90,62
2354,Stuednt_2354,95,66
2355,Stuednt_2355,63,59
2356,Stuednt_2356,55,88
2357,Stuednt_2357,81,86
2358,Stuednt_2358,87,80
2359,Stuednt_2359,74,86
2360,Stuednt_2360,70,84
2361,Stuednt_2361,89,69
2362,Stuednt_2362,88,93
2363,Stuednt_2363,87,66
2364,Stuednt_2364,76,99
2365,Stuednt_2365,51,96
2366,Stuednt_2366,53,80
2367,Stuednt_2367,92,79
2368,Stuednt_2368,61,70
2369,Stuednt_2369,50,69
2370,Stuednt_2370,70,77
2371,Stuednt_2371,85,80
2372,Stuednt_2372,91,80
2373,Stuednt_2373,95,80
2374,Stuednt_2374,81,89
2375,Stuednt_2375,80,86
2376,Stuednt_2376,83,78
2377,Stuednt_2377,95,95
2378,Stuednt_2378,85,86
2379,Stuednt_2379,56,86
2380,Stuednt_2380,69,56
2381,Stuednt_2381,81,52
2382,Stuednt_2382,77,79
2383,Stuednt_2383,86,64
2384,Stuednt_2384,54,72
2385,Stuednt_2385,97,53
2386,Stuednt_2386,89,99
2387,Stuednt_2387,97,61
2388,Stuednt_2388,83,63
2389,Stuednt_2389,91,60
2390,Stuednt_2390,92,58
2391,Stuednt_2391,64,77
2392,Stuednt_2392,88,79
2393,Stuednt_2393,96,84
2394,Stuednt_2394,63,70
2395,Stuednt_2395,71,89
2396,Stuednt_2396,66,69
2397,Stuednt_2397,93,72
2398,Stuednt_2398,62,72
2399,Stuednt_2399,90,81
2400,Stuednt_2400,89,51
2401,Stuednt_2401,89,85
2402,Stuednt_2402,70,80
2403,Stuednt_2403,81,87
2404,Stuednt_2404,82,58
2405,Stuednt_2405,53,61
2406,Stuednt_2406,74,56
2407,Stuednt_2407,65,88
2408,Stuednt_2408,61,50
2409,Stuednt_2409,54,93
2410,Stuednt_2410,59,91
2411,Stuednt_2411,78,52
2412,Stuednt_2412,53,94
2413,Stuednt_2413,77,55
2414,Stuednt_2414,52,77
2415,Stuednt_2415,55,70
2416,Stuednt_2416,56,82
2417,Stuednt_2417,59,53
2418,Stuednt_2418,58,73
2419,Stuednt_2419,58,65
2420,Stuednt_2420,74,95
2421,Stuednt_2421,62,89
2422,Stuednt_2422,92,76
2423,Stuednt_2423,92,91
2424,Stuednt_2424,63,59
2425,Stuednt_2425,70,81
2426,Stuednt_2426,68,77
2427,Stuednt_2427,56,75
2428,Stuednt_2428,93,51
2429,Stuednt_2429,59,87
2430,Stuednt_2430,88,52
2431,Stuednt_2431,51,99
2432,Stuednt_2432,59,55
2433,Stuednt_2433,60,65
2434,Stuednt_2434,73,99
2435,Stuednt_2435,81,85
2436,Stuednt_2436,58,65
2437,Stuednt_2437,85,75
2438,Stuednt_2438,92,83
2439,Stuednt_2439,99,94
2440,Stuednt_2440,99,80
2441,Stuednt_2441,91,62
2442,Stuednt_2442,90,51
2443,Stuednt_2443,99,67
2444,Stuednt_2444,97,93
2445,Stuednt_2445,89,80
2446,Stuednt_2446,99,87
2447,Stuednt_2447,84,94
2448,Stuednt_2448,78,51
2449,Stuednt_2449,98,98
2450,Stuednt_2450,96,84
2451,Stuednt_2451,63,75
2452,Stuednt_2452,52,69
2453,Stuednt_2453,57,89
2454,Stuednt_2454,97,80
2455,Stuednt_2455,87,72
2456,Stuednt_2456,66,71
2457,Stuednt_2457,70,70
2458,Stuednt_2458,74,56
2459,Stuednt_2459,64,84
2460,Stuednt_2460,77,56
2461,Stuednt_2461,71,80
2462,Stuednt_2462,76,72
2463,Stuednt_2463,74,93
2464,Stuednt_2464,91,82
2465,Stuednt_2465,65,52
2466,Stuednt_2466,88,98
2467,Stuednt_2467,93,94
2468,Stuednt_2468,81,97
2469,Stuednt_2469,91,83
2470,Stuednt_2470,61,59
2471,Stuednt_2471,79,66
2472,Stuednt_2472,69,71
2473,Stuednt_2473,83,77
2474,Stuednt_2474,71,68
2475,Stuednt_2475,85,88
2476,Stuednt_2476,65,97
2477,Stuednt_2477,86,82
2478,Stuednt_2478,54,80
2479,Stuednt_2479,77,65
2480,Stuednt_2480,96,79
2481,Stuednt_2481,98,100
2482,Stuednt_2482,91,91
2483,Stuednt_2483,56,99
2484,Stuednt_2484,75,96
2485,Stuednt_2485,51,79
2486,Stuednt_2486,60,81
2487,Stuednt_2487,79,95
2488,Stuednt_2488,84,100
2489,Stuednt_2489,76,100
2490,Stuednt_2490,76,64
2491,Stuednt_2491,73,50
2492,Stuednt_2492,57,54
2493,Stuednt_2493,54,71
2494,Stuednt_2494,98,79
2495,Stuednt_2495,80,50
2496,Stuednt_2496,52,99
2497,Stuednt_2497,90,62
2498,Stuednt_2498,55,77
2499,Stuednt_2499,65,57
2500,Stuednt_2500,51,99
2501,Stuednt_2501,92,95
2502,Stuednt_2502,82,68
2503,Stuednt_2503,68,66
2504,Stuednt_2504,78,79
2505,Stuednt_2505,65,69
2506,Stuednt_2506,65,72
2507,Stuednt_2507,62,82
2508,Stuednt_2508,86,66
2509,Stuednt_2509,57,91
2510,Stuednt_2510,50,82
2511,Stuednt_2511,50,95
2512,Stuednt_2512,72,93
2513,Stuednt_2513,77,89
2514,Stuednt_2514,53,86
2515,Stuednt_2515,86,82
2516,Stuednt_2516,90,82
2517,Stuednt_2517,57,56
2518,Stuednt_2518,54,81
2519,Stuednt_2519,72,100
2520,Stuednt_2520,56,54
2521,Stuednt_2521,88,99
2522,Stuednt_2522,69,62
2523,Stuednt_2523,84,93
2524,Stuednt_2524,98,55
2525,Stuednt_2525,65,82
2526,Stuednt_2526,71,81
2527,Stuednt_2527,93,98
2528,Stuednt_2528,64,98
2529,Stuednt_2529,99,72
2530,Stuednt_2530,55,78
2531,Stuednt_2531,83,72
2532,Stuednt_2532,65,83
2533,Stuednt_2533,52,56
2534,Stuednt_2534,66,74
2535,Stuednt_2535,92,81
2536,Stuednt_2536,51,56
2537,Stuednt_2537,68,69
2538,Stuednt_2538,69,96
2539,Stuednt_2539,64,89
2540,Stuednt_2540,79,74
2541,Stuednt_2541,65,87
2542,Stuednt_2542,70,80
2543,Stuednt_2543,96,84
2544,Stuednt_2544,89,97
2545,Stuednt_2545,52,68
2546,Stuednt_2546,72,96
2547,Stuednt_2547,96,51
2548,Stuednt_2548,84,67
2549,Stuednt_2549,58,97
2550,Stuednt_2550,65,56
2551,Stuednt_2551,61,51
2552,Stuednt_2552,67,63
2553,Stuednt_2553,69,54
2554,Stuednt_2554,72,80
2555,Stuednt_2555,89,73
2556,Stuednt_2556,73,97
2557,Stuednt_2557,61,91
2558,Stuednt_2558,85,54
2559,Stuednt_2559,70,56
2560,Stuednt_2560,85,86
2561,Stuednt_2561,77,66
2562,Stuednt_2562,89,92
2563,Stuednt_2563,94,60
2564,Stuednt_2564,85,93
2565,Stuednt_2565,65,64
2566,Stuednt_2566,65,60
2567,Stuednt_2567,73,74
2568,Stuednt_2568,53,81
2569,Stuednt_2569,70,63
2570,Stuednt_2570,96,79
2571,Stuednt_2571,63,67
2572,Stuednt_2572,51,71
2573,Stuednt_2573,74,79
2574,Stuednt_2574,80,74
2575,Stuednt_2575,51,73
2576,Stuednt_2576,86,92
2577,Stuednt_2577,79,50
2578,Stuednt_2578,60,78
2579,Stuednt_2579,68,58
2580,Stuednt_2580,84,85
2581,Stuednt_2581,68,54
2582,Stuednt_2582,67,60
2583,Stuednt_2583,92,79
2584,Stuednt_2584,50,60
2585,Stuednt_2585,83,57
2586,Stuednt_2586,54,53
2587,Stuednt_2587,57,92
2588,Stuednt_2588,95,86
2589,Stuednt_2589,74,96
2590,Stuednt_2590,92,85
2591,Stuednt_2591,66,76
2592,Stuednt_2592,64,98
2593,Stuednt_2593,84,86
2594,Stuednt_2594,65,98
2595,Stuednt_2595,81,58
2596,Stuednt_2596,66,71
2597,Stuednt_2597,89,71
2598,Stuednt_2598,67,94
2599,Stuednt_2599,50,73
2600,Stuednt_2600,53,60
2601,Stuednt_2601,78,97
2602,Stuednt_2602,68,81
2603,Stuednt_2603,90,67
2604,Stuednt_2604,53,68
2605,Stuednt_2605,57,55
2606,Stuednt_2606,71,59
2607,Stuednt_2607,59,77
2608,Stuednt_2608,81,58
2609,Stuednt_2609,54,51
2610,Stuednt_2610,57,94
2611,Stuednt_2611,68,62
2612,Stuednt_2612,74,60
2613,Stuednt_2613,61,75
2614,Stuednt_2614,53,67
2615,Stuednt_2615,94,54
2616,Stuednt_2616,84,100
2617,Stuednt_2617,79,61
2618,Stuednt_2618,81,61
2619,Stuednt_2619,96,66
2620,Stuednt_2620,74,61
2621,Stuednt_2621,97,59
2622,Stuednt_2622,76,85
2623,Stuednt_2623,59,84
2624,Stuednt_2624,75,76
2625,Stuednt_2625,65,98
2626,Stuednt_2626,96,53
2627,Stuednt_2627,78,61
2628,Stuednt_2628,60,67
2629,Stuednt_2629,59,94
2630,Stuednt_2630,50,97
2631,Stuednt_2631,78,70
2632,Stuednt_2632,50,79
2633,Stuednt_2633,76,74
2634,Stuednt_2634,60,71
2635,Stuednt_2635,50,73
2636,Stuednt_2636,75,51
2637,Stuednt_2637,69,87
2638,Stuednt_2638,76,50
2639,Stuednt_2639,57,92
2640,Stuednt_2640,60,52
2641,Stuednt_2641,89,62
2642,Stuednt_2642,61,84
2643,Stuednt_2643,85,100
2644,Stuednt_2644,59,70
2645,Stuednt_2645,63,82
2646,Stuednt_2646,77,73
2647,Stuednt_2647,93,95
2648,Stuednt_2648,57,55
2649,Stuednt_2649,75,69
2650,Stuednt_2650,57,75
2651,Stuednt_2651,50,91
2652,Stuednt_2652,57,56
2653,Stuednt_2653,78,58
2654,Stuednt_2654,61,58
2655,Stuednt_2655,94,72
2656,Stuednt_2656,79,86
2657,Stuednt_2657,57,81
2658,Stuednt_2658,69,90
2659,Stuednt_2659,65,87
2660,Stuednt_2660,67,69
2661,Stuednt_2661,59,88
2662,Stuednt_2662,73,85
2663,Stuednt_2663,61,89
2664,Stuednt_2664,65,59
2665,Stuednt_2665,97,83
2666,Stuednt_2666,76,89
2667,Stuednt_2667,100,77
2668,Stuednt_2668,51,87
2669,Stuednt_2669,77,61
2670,Stuednt_2670,65,79
2671,Stuednt_2671,79,100
2672,Stuednt_2672,77,52
2673,Stuednt_2673,81,52
2674,Stuednt_2674,50,73
2675,Stuednt_2675,82,89
2676,Stuednt_2676,82,83
2677,Stuednt_2677,82,92
2678,Stuednt_2678,92,51
2679,Stuednt_2679,67,84
2680,Stuednt_2680,69,75
2681,Stuednt_2681,76,69
2682,Stuednt_2682,98,61
2683,Stuednt_2683,77,55
2684,Stuednt_2684,99,97
2685,Stuednt_2685,93,96
2686,Stuednt_2686,54,88
2687,Stuednt_2687,85,57
2688,Stuednt_2688,87,94
2689,Stuednt_2689,99,92
2690,Stuednt_2690,66,89
2691,Stuednt_2691,75,90
2692,Stuednt_2692,88,50
2693,Stuednt_2693,70,100
2694,Stuednt_2694,99,75
2695,Stuednt_2695,78,63
2696,Stuednt_2696,50,88
2697,Stuednt_2697,98,75
2698,Stuednt_2698,88,79
2699,Stuednt_2699,67,94
2700,Stuednt_2700,96,74
2701,Stuednt_2701,100,75
2702,Stuednt_2702,62,94
2703,Stuednt_2703,81,62
2704,Stuednt_2704,96,75
2705,Stuednt_2705,92,87
2706,Stuednt_2706,65,60
2707,Stuednt_2707,72,81
2708,Stuednt_2708,69,69
2709,Stuednt_2709,59,71
2710,Stuednt_2710,52,91
2711,Stuednt_2711,55,76
2712,Stuednt_2712,79,76
2713,Stuednt_2713,76,54
2714,Stuednt_2714,61,88
2715,Stuednt_2715,95,61
2716,Stuednt_2716,80,85
2717,Stuednt_2717,88,52
2718,Stuednt_2718,54,72
2719,Stuednt_2719,92,98
2720,Stuednt_2720,58,74
2721,Stuednt_2721,99,88
2722,Stuednt_2722,92,85
2723,Stuednt_2723,85,84
2724,Stuednt_2724,68,69
2725,Stuednt_2725,97,95
2726,Stuednt_2726,62,85
2727,Stuednt_2727,90,51
2728,Stuednt_2728,88,96
2729,Stuednt_2729,53,55
2730,Stuednt_2730,53,90
2731,Stuednt_2731,71,55
2732,Stuednt_2732,93,65
2733,Stuednt_2733,62,78
2734,Stuednt_2734,84,73
2735,Stuednt_2735,63,58
2736,Stuednt_2736,86,66
2737,Stuednt_2737,73,83
2738,Stuednt_2738,57,54
2739,Stuednt_2739,87,53
2740,Stuednt_2740,51,50
2741,Stuednt_2741,89,57
2742,Stuednt_2742,60,98
2743,Stuednt_2743,62,81
2744,Stuednt_2744,54,89
2745,Stuednt_2745,94,63
2746,Stuednt_2746,85,90
2747,Stuednt_2747,75,93
2748,Stuednt_2748,52,58
2749,Stuednt_2749,79,81
2750,Stuednt_2750,94,59
2751,Stuednt_2751,57,64
2752,Stuednt_2752,89,68
2753,Stuednt_2753,89,51
2754,Stuednt_2754,54,60
2755,Stuednt_2755,69,81
2756,Stuednt_2756,58,75
2757,Stuednt_2757,51,89
2758,Stuednt_2758,50,62
2759,Stuednt_2759,98,89
2760,Stuednt_2760,78,80
2761,Stuednt_2761,57,82
2762,Stuednt_2762,55,77
2763,Stuednt_2763,55,54
2764,Stuednt_2764,87,90
2765,Stuednt_2765,61,51
2766,Stuednt_2766,100,99
2767,Stuednt_2767,56,53
2768,Stuednt_2768,88,69
2769,Stuednt_2769,87,95
2770,Stuednt_2770,82,76
2771,Stuednt_2771,79,74
2772,Stuednt_2772,76,80
2773,Stuednt_2773,71,55
2774,Stuednt_2774,68,75
2775,Stuednt_2775,52,79
2776,Stuednt_2776,91,88
2777,Stuednt_2777,68,73
2778,Stuednt_2778,77,89
2779,Stuednt_2779,76,92
2780,Stuednt_2780,68,62
2781,Stuednt_2781,80,78
2782,Stuednt_2782,94,50
2783,Stuednt_2783,79,56
2784,Stuednt_2784,84,84
2785,Stuednt_2785,100,89
2786,Stuednt_2786,95,59
2787,Stuednt_2787,83,94
2788,Stuednt_2788,65,65
2789,Stuednt_2789,78,68
2790,Stuednt_2790,60,89
2791,Stuednt_2791,93,62
2792,Stuednt_2792,98,70
2793,Stuednt_2793,52,69
2794,Stuednt_2794,50,82
2795,Stuednt_2795,70,76
2796,Stuednt_2796,83,61
2797,Stuednt_2797,56,59
2798,Stuednt_2798,70,85
2799,Stuednt_2799,89,79
2800,Stuednt_2800,78,86
2801,Stuednt_2801,91,73
2802,Stuednt_2802,52,51
2803,Stuednt_2803,100,100
2804,Stuednt_2804,61,53
2805,Stuednt_2805,57,79
2806,Stuednt_2806,70,99
2807,Stuednt_2807,53,65
2808,Stuednt_2808,53,63
2809,Stuednt_2809,56,57
2810,Stuednt_2810,57,60
2811,Stuednt_2811,61,79
2812,Stuednt_2812,91,96
2813,Stuednt_2813,62,91
2814,Stuednt_2814,52,66
2815,Stuednt_2815,58,63
2816,Stuednt_2816,82,55
2817,Stuednt_2817,62,73
2818,Stuednt_2818,85,77
2819,Stuednt_2819,84,75
2820,Stuednt_2820,53,57
2821,Stuednt_2821,58,88
2822,Stuednt_2822,55,86
2823,Stuednt_2823,58,67
2824,Stuednt_2824,80,50
2825,Stuednt_2825,99,95
2826,Stuednt_2826,99,83
2827,Stuednt_2827,100,68
2828,Stuednt_2828,76,82
2829,Stuednt_2829,81,62
2830,Stuednt_2830,57,90
2831,Stuednt_2831,67,83
2832,Stuednt_2832,83,87
2833,Stuednt_2833,75,50
2834,Stuednt_2834,100,52
2835,Stuednt_2835,78,92
2836,Stuednt_2836,59,56
2837,Stuednt_2837,67,56
2838,Stuednt_2838,50,52
2839,Stuednt_2839,58,60
2840,Stuednt_2840,89,87
2841,Stuednt_2841,88,78
2842,Stuednt_2842,52,67
2843,Stuednt_2843,89,87
2844,Stuednt_2844,99,97
2845,Stuednt_2845,93,92
2846,Stuednt_2846,61,50
2847,Stuednt_2847,56,79
2848,Stuednt_2848,53,58
2849,Stuednt_2849,99,68
2850,Stuednt_2850,59,66
2851,Stuednt_2851,62,67
2852,Stuednt_2852,84,92
2853,Stuednt_2853,63,58
2854,Stuednt_2854,59,62
2855,Stuednt_2855,85,94
2856,Stuednt_2856,50,93
2857,Stuednt_2857,85,89
2858,Stuednt_2858,83,90
2859,Stuednt_2859,75,67
2860,Stuednt_2860,73,88
2861,Stuednt_2861,62,53
2862,Stuednt_2862,89,56
2863,Stuednt_2863,80,52
2864,Stuednt_2864,99,100
2865,Stuednt_2865,53,99
2866,Stuednt_2866,65,64
2867,Stuednt_2867,64,60
2868,Stuednt_2868,90,67
2869,Stuednt_2869,93,52
2870,Stuednt_2870,58,66
2871,Stuednt_2871,81,99
2872,Stuednt_2872,96,99
2873,Stuednt_2873,51,52
2874,Stuednt_2874,87,73
2875,Stuednt_2875,53,55
2876,Stuednt_2876,71,100
2877,Stuednt_2877,77,97
2878,Stuednt_2878,57,60
2879,Stuednt_2879,60,63
2880,Stuednt_2880,60,50
2881,Stuednt_2881,98,74
2882,Stuednt_2882,74,89
2883,Stuednt_2883,94,63
2884,Stuednt_2884,62,81
2885,Stuednt_2885,97,58
2886,Stuednt_2886,65,100
2887,Stuednt_2887,53,50
2888,Stuednt_2888,90,77
2889,Stuednt_2889,89,84
2890,Stuednt_2890,60,100
2891,Stuednt_2891,76,63
2892,Stuednt_2892,60,54
2893,Stuednt_2893,68,83
2894,Stuednt_2894,95,68
2895,Stuednt_2895,64,88
2896,Stuednt_2896,56,85
2897,Stuednt_2897,50,78
2898,Stuednt_2898,84,54
2899,Stuednt_2899,51,100
2900,Stuednt_2900,83,75
2901,Stuednt_2901,52,89
2902,Stuednt_2902,69,79
2903,Stuednt_2903,85,85
2904,Stuednt_2904,71,62
2905,Stuednt_2905,66,60
2906,Stuednt_2906,69,97
2907,Stuednt_2907,68,88
2908,Stuednt_2908,56,62
2909,Stuednt_2909,85,59
2910,Stuednt_2910,51,91
2911,Stuednt_2911,67,84
2912,Stuednt_2912,70,96
2913,Stuednt_2913,74,78
2914,Stuednt_2914,82,54
2915,Stuednt_2915,94,59
2916,Stuednt_2916,80,87
2917,Stuednt_2917,98,88
2918,Stuednt_2918,73,90
2919,Stuednt_2919,51,78
2920,Stuednt_2920,68,66
2921,Stuednt_2921,51,69
2922,Stuednt_2922,59,60
2923,Stuednt_2923,53,81
2924,Stuednt_2924,100,66
2925,Stuednt_2925,80,96
2926,Stuednt_2926,98,60
2927,Stuednt_2927,63,88
2928,Stuednt_2928,68,54
2929,Stuednt_2929,73,82
2930,Stuednt_2930,85,84
2931,Stuednt_2931,66,78
2932,Stuednt_2932,67,91
2933,Stuednt_2933,57,57
2934,Stuednt_2934,58,66
2935,Stuednt_2935,97,85
2936,Stuednt_2936,80,91
2937,Stuednt_2937,80,96
2938,Stuednt_2938,89,62
2939,Stuednt_2939,96,87
2940,Stuednt_2940,68,69
2941,Stuednt_2941,57,85
2942,Stuednt_2942,62,86
2943,Stuednt_2943,54,99
2944,Stuednt_2944,66,78
2945,Stuednt_2945,53,51
2946,Stuednt_2946,79,56
2947,Stuednt_2947,57,81
2948,Stuednt_2948,87,79
2949,Stuednt_2949,98,54
2950,Stuednt_2950,71,56
2951,Stuednt_2951,80,69
2952,Stuednt_2952,65,87
2953,Stuednt_2953,98,90
2954,Stuednt_2954,73,74
2955,Stuednt_2955,100,50
2956,Stuednt_2956,52,64
2957,Stuednt_2957,81,56
2958,Stuednt_2958,99,91
2959,Stuednt_2959,68,86
2960,Stuednt_2960,56,100
2961,Stuednt_2961,73,98
2962,Stuednt_2962,95,52
2963,Stuednt_2963,71,87
2964,Stuednt_2964,88,71
2965,Stuednt_2965,66,53
2966,Stuednt_2966,57,63
2967,Stuednt_2967,81,77
2968,Stuednt_2968,69,70
2969,Stuednt_2969,99,94
2970,Stuednt_2970,53,55
2971,Stuednt_2971,73,72
2972,Stuednt_2972,74,81
2973,Stuednt_2973,56,64
2974,Stuednt_2974,85,55
2975,Stuednt_2975,55,98
2976,Stuednt_2976,70,62
2977,Stuednt_2977,56,81
2978,Stuednt_2978,95,95
2979,Stuednt_2979,77,91
2980,Stuednt_2980,83,99
2981,Stuednt_2981,97,66
2982,Stuednt_2982,93,52
2983,Stuednt_2983,87,51
2984,Stuednt_2984,79,69
2985,Stuednt_2985,76,94
2986,Stuednt_2986,66,88
2987,Stuednt_2987,51,80
2988,Stuednt_2988,98,73
2989,Stuednt_2989,67,93
2990,Stuednt_2990,75,80
2991,Stuednt_2991,92,64
2992,Stuednt_2992,68,53
2993,Stuednt_2993,84,84
2994,Stuednt_2994,52,90
2995,Stuednt_2995,75,67
2996,Stuednt_2996,90,60
2997,Stuednt_2997,77,96
2998,Stuednt_2998,60,56
2999,Stuednt_2999,64,80
3000,Stuednt_3000,82,60
3001,Stuednt_3001,65,99
3002,Stuednt_3002,63,97
3003,Stuednt_3003,57,77
3004,Stuednt_3004,88,96
3005,Stuednt_3005,59,56
3006,Stuednt_3006,91,95
3007,Stuednt_3007,67,73
3008,Stuednt_3008,71,80
3009,Stuednt_3009,83,99
3010,Stuednt_3010,89,93
3011,Stuednt_3011,63,51
3012,Stuednt_3012,95,59
3013,Stuednt_3013,68,71
3014,Stuednt_3014,63,96
3015,Stuednt_3015,58,72
3016,Stuednt_3016,78,61
3017,Stuednt_3017,84,58
3018,Stuednt_3018,55,89
3019,Stuednt_3019,69,74
3020,Stuednt_3020,73,51
3021,Stuednt_3021,73,84
3022,Stuednt_3022,54,90
3023,Stuednt_3023,79,54
3024,Stuednt_3024,62,100
3025,Stuednt_3025,71,62
3026,Stuednt_3026,65,98
